timestamp,open,high,low,close,volume,quote_volume,trade_count,buy_vol,sell_vol,delta,cum_delta,delta_pct,buy_trades,sell_trades,avg_trade_size,max_trade,large_vol_1btc,large_trades_1btc,whale_vol_5btc,poc_price,poc_buy_vol,poc_sell_vol,footprint_top3,absorption
2025-06-17 11:50:00,107024.56,107060.00,106941.44,106976.74,14.7008,1572832.94,2196,5.2523,9.4485,-4.1961,-36.9842,-28.54,966,1230,0.00669,0.7695,0.0000,0,0.0000,106990,0.3367,2.2965,106990:0.34:2.30;106960:0.76:1.42;106940:1.08:1.00,NO
2025-06-17 11:55:00,106976.75,107007.62,106940.91,107007.62,35.3227,3778410.33,1774,20.5660,14.7567,5.8092,-31.1750,16.45,1147,627,0.01991,1.8124,3.0910,2,0.0000,106980,9.6906,0.6032,106980:9.69:0.60;106950:3.10:4.79;106940:1.99:5.65,NO
2025-06-17 12:00:00,107007.62,107012.71,106900.00,106978.66,57.8061,6184181.57,3242,41.9340,15.8720,26.0620,-5.1130,45.09,1643,1599,0.01783,1.9780,3.4246,2,0.0000,107010,10.8740,2.3491,107010:10.87:2.35;106980:9.72:2.79;106950:9.55:1.11,NO
2025-06-17 12:05:00,106978.65,106978.66,106911.56,106930.17,26.4751,2831391.08,2738,11.5968,14.8783,-3.2815,-8.3945,-12.39,1090,1648,0.00967,2.0000,3.6488,2,0.0000,106950,1.3975,7.0772,106950:1.40:7.08;106930:4.76:0.96;106940:1.71:1.95,NO
2025-06-17 12:10:00,106930.17,106988.01,106924.03,106930.41,24.2279,2591258.89,2054,12.1642,12.0636,0.1006,-8.2939,0.42,943,1111,0.01180,3.1278,3.1278,1,0.0000,106960,5.5515,3.1806,106960:5.55:3.18;106930:1.86:3.67;106970:3.00:0.13,NO
2025-06-17 12:15:00,106930.41,106930.42,106724.00,106780.00,70.0324,7480805.13,4604,15.7410,54.2913,-38.5503,-46.8442,-55.05,1416,3188,0.01521,1.6164,7.1028,6,0.0000,106790,0.9610,5.8403,106790:0.96:5.84;106900:0.00:6.19;106880:0.29:5.44,NO
2025-06-17 12:20:00,106780.00,106881.72,106780.00,106864.00,15.5766,1664121.79,2290,9.5224,6.0542,3.4683,-43.3760,22.27,1178,1112,0.00680,1.9396,1.9396,1,0.0000,106800,3.1887,1.9024,106800:3.19:1.90;106870:1.87:1.70;106860:1.53:1.55,NO
2025-06-17 12:25:00,106864.00,106864.01,106790.69,106832.91,32.8232,3505875.97,2449,10.1211,22.7021,-12.5811,-55.9570,-38.33,953,1496,0.01340,10.0000,11.0321,2,10.0000,106800,2.5422,15.9853,106800:2.54:15.99;106820:2.20:2.85;106810:1.43:0.99,NO
2025-06-17 12:30:00,106832.92,106879.48,106802.60,106822.01,27.7795,2968101.74,2997,14.3076,13.4719,0.8357,-55.1213,3.01,1409,1588,0.00927,1.4973,2.9177,2,0.0000,106850,4.8093,6.0536,106850:4.81:6.05;106830:2.04:2.76;106820:3.42:0.64,NO
2025-06-17 12:35:00,106822.01,106875.56,106800.00,106816.56,19.6491,2099038.64,2344,9.9820,9.6670,0.3150,-54.8063,1.60,1259,1085,0.00838,0.6214,0.0000,0,0.0000,106810,2.2863,2.7858,106810:2.29:2.79;106800:3.16:1.45;106830:1.76:1.02,NO
2025-06-17 12:40:00,106816.56,106837.21,106700.00,106718.33,38.8468,4147353.97,2479,14.1607,24.6861,-10.5253,-65.3316,-27.09,988,1491,0.01567,2.0000,15.4981,9,0.0000,106700,6.8392,3.6060,106700:6.84:3.61;106830:2.64:5.05;106710:2.17:5.01,NO
2025-06-17 12:45:00,106718.34,106751.94,106700.01,106705.85,29.2498,3121542.33,2370,12.0377,17.2121,-5.1745,-70.5061,-17.69,1449,921,0.01234,2.0000,7.0901,4,0.0000,106700,3.8767,9.1174,106700:3.88:9.12;106730:4.41:1.03;106710:1.64:3.07,NO
